ID;default payment next month;PAY_AMT6;PAY_AMT5;PAY_AMT4;PAY_AMT3;PAY_AMT2;PAY_AMT1;BILL_AMT6;BILL_AMT5;BILL_AMT4;BILL_AMT3;BILL_AMT2;BILL_AMT1;PAY_6;PAY_5;PAY_4;PAY_3;PAY_2;PAY_0;AGE;MARRIAGE;EDUCATION;SEX;LIMIT_BAL
26734;1;1500;0;2800;41710;1716;1889;39774;42219;41710;1716;1889;1892;2;-1;-1;-1;-1;2;28;2;1;1;40000
26735;0;476;0;176;656;3225;4179;0;176;656;3225;4160;658;-1;-1;-1;-1;-1;-1;27;2;1;1;50000
26736;0;3000;3200;5000;4069;6723;6067;66595;67820;112367;122024;122390;130905;0;0;0;0;0;0;27;2;1;1;140000
26737;1;3500;3500;0;2200;6000;0;58260;55823;57340;56657;52128;53576;2;2;2;2;2;1;27;2;2;1;80000
26738;0;1000;1000;1000;1100;8879;0;7708;8585;8034;8879;0;1727;0;0;0;-1;-1;-1;27;1;1;1;230000
26739;1;500;2;500;1000;2000;0;8585;8855;8631;7925;6034;6283;2;2;2;2;2;1;23;2;2;1;50000
26740;1;888;1000;0;4217;18;3442;1554;1255;4217;2551;3442;701;0;0;-1;2;-1;-1;27;2;1;1;160000
26741;1;14012;14004;15007;15021;14031;5041;15973;22196;26418;34228;53839;72763;0;0;0;0;0;2;26;2;3;1;200000
26742;0;1497;0;0;2049;1306;1671;0;0;2049;1306;1666;1985;-2;-1;-1;-1;-1;2;27;2;3;1;130000
26743;0;2929;2815;2796;5923;3786;3698;77259;75653;74082;69945;67857;65861;0;0;0;0;0;0;29;2;3;1;130000
26744;0;10000;4000;5000;49;4000;7000;35078;58404;89898;100783;99750;96469;0;0;2;2;2;1;28;2;2;1;100000
26745;0;0;0;0;2339;2645;1941;-4;-4;2332;2329;1936;3197;-2;-1;-1;-1;-1;-1;30;2;2;1;160000
26746;0;3832;4000;6000;5084;6037;6050;9727;11568;16773;31499;31462;31235;0;0;0;0;0;0;29;2;1;1;60000
26747;1;2671;0;2576;0;3400;0;33634;34320;32286;33117;30215;31012;2;2;2;2;2;1;29;2;1;1;220000
26748;1;7627;9855;673;11906;5608;1961;9826;671;10676;5592;1956;2159;-1;-1;-1;-1;-1;-1;29;2;1;1;50000
26749;0;2637;3462;2298;2324;2717;1681;3442;2287;2313;2579;1672;2161;-2;-2;-2;-2;-2;-2;27;2;2;1;160000
26750;1;2290;2200;2200;0;5924;2632;57935;56806;56138;60877;56486;58598;0;0;2;0;0;2;27;2;2;1;60000
26751;0;0;0;0;0;0;2500;-4291;-4291;-4291;-4291;2008;15648;-2;-2;-2;-2;-2;-2;28;2;1;1;210000
26752;0;290000;16000;16000;20000;14012;13290;314588;316076;375352;371567;373004;375392;0;0;0;0;0;0;27;2;1;1;360000
26753;0;3000;2000;2000;2000;3000;3000;48898;49722;49050;58417;57627;59688;0;0;0;0;0;0;28;2;1;1;120000
26754;0;5000;5000;10000;10000;10000;15000;114018;110902;114776;111690;119726;149499;0;0;0;0;0;0;28;1;3;1;250000
26755;0;0;0;0;0;1000;1173;0;0;0;6200;5373;4432;-2;-2;0;0;0;-1;28;2;2;1;210000
26756;0;359;509;359;359;359;1058;509;359;359;359;1058;1294;-2;-2;-2;-2;-2;-2;28;2;1;1;380000
26757;0;3000;3000;4000;4000;4000;15000;85363;87123;84832;82907;81446;81861;0;0;0;0;0;0;27;2;2;1;240000
26758;0;226;0;394;1400;1782;0;18004;19704;20100;19872;18696;20079;0;0;0;0;2;1;27;2;3;1;20000
26759;0;1400;1010;1000;1679;1700;1700;23752;23115;22794;21784;20723;19657;0;0;0;0;0;0;27;2;2;1;50000
26760;1;5054;5054;5000;0;5000;6201;29383;24754;20260;20926;16201;10538;0;0;2;0;0;-1;29;2;2;1;200000
26761;0;1744;2096;2120;2019;4019;5070;65915;71464;75631;80388;95096;99931;0;0;0;0;0;0;31;2;1;1;470000
26762;0;1500;3000;0;2000;3000;3000;26630;24200;24896;23590;21258;18894;0;2;2;0;0;0;25;2;2;1;50000
26763;0;0;0;0;0;1200;0;-96;-96;-96;834;-366;-366;-2;-2;-1;-1;-2;1;29;2;1;1;180000
26764;0;3179;3500;3074;3416;5004;5002;88618;86862;98336;130598;132462;131653;0;0;0;0;0;0;26;2;1;1;180000
26765;1;5000;5200;10000;5500;0;13500;134135;131120;123126;121093;124449;114355;2;0;0;2;2;2;27;2;1;1;190000
26766;1;0;2051;0;2016;1022;0;2051;0;2004;1022;0;758;-1;-1;-1;-1;-1;-1;26;2;1;1;180000
26767;0;2038;1800;2000;2200;1844;1800;50702;50479;49949;49009;48355;48065;0;0;0;0;0;0;25;2;2;1;50000
26768;0;1100;680;1000;1300;1400;2180;18768;18384;19682;18712;17905;18069;0;0;0;0;0;0;25;2;1;1;20000
26769;1;2000;2000;2000;48029;1000;1000;47181;47525;48029;1473;1946;8852;0;0;-1;0;0;0;25;2;2;1;80000
26770;0;500;7000;8030;16936;493;498;19272;18913;16931;493;498;498;0;0;-1;-1;-1;-1;28;2;1;1;160000
26771;0;0;4082;800;4700;9048;4029;4082;800;4700;9048;3990;3773;-1;-1;-1;-1;-1;-1;29;2;1;1;200000
26772;0;0;0;0;0;0;10000;0;0;0;0;0;143900;-2;-2;-2;-2;1;1;30;1;1;1;180000
26773;0;2034;0;0;18;0;7100;18;18;18;0;154050;282222;-1;-1;-1;0;0;0;30;2;2;1;360000
26774;1;368;1000;51285;1489;0;3000;9812;8959;52546;52805;58394;61143;-2;2;2;2;2;2;25;2;2;1;50000
26775;0;1000;996;0;2300;0;0;29382;29879;31002;31091;31895;32704;0;2;2;2;3;2;32;2;2;1;30000
26776;0;2000;182;1750;1072;1044;1046;4833;5038;3360;2964;2282;1581;0;0;0;0;0;-1;25;2;1;1;30000
26777;0;53408;5011;3021;3501;0;20000;32227;55359;89813;93209;100753;82238;0;0;0;2;0;0;28;2;2;1;100000
26778;1;396;5600;3651;4012;4970;792;5600;3651;4012;4970;792;396;-1;-1;-1;-1;-1;-1;29;2;1;1;260000
26779;0;1300;0;8621;0;1276;9969;0;8621;0;1276;9969;13980;-1;-1;-1;-1;-1;0;29;2;1;1;240000
26780;0;711;0;2403;1234;0;1530;15474;15868;13699;12987;13489;12460;2;0;0;2;2;1;29;2;2;1;50000
26781;0;6991;5312;233;10077;37505;5427;5286;6712;22072;50040;15463;12820;-2;0;0;0;0;0;30;1;1;1;400000
26782;1;0;0;2500;0;7064;5265;59442;60669;59727;61285;55699;51923;3;3;4;2;0;0;27;2;1;1;70000
26783;0;4292;4258;4119;4730;4654;4510;117496;115092;112850;109958;107034;104252;0;0;0;0;0;0;30;2;3;1;280000
26784;0;2029;5000;5000;4000;7000;5000;49235;47706;45954;45535;41897;40276;0;0;0;0;0;-1;30;2;1;1;80000
26785;1;0;12000;0;6000;7000;3200;162973;153311;157202;155201;152142;152924;2;2;3;3;3;4;26;2;2;1;160000
26786;0;3216;3238;3500;0;6200;6700;90040;93360;129959;135624;134505;132968;0;0;2;2;2;2;28;2;2;1;130000
26787;0;0;122;2348;11545;629;6406;122;2348;11542;629;6406;3810;-1;-1;-1;-1;-1;-1;29;2;1;1;180000
26788;0;635;460;1035;1832;0;4951;460;1035;1815;-17;4951;8840;-2;-2;-2;-2;-2;-2;28;2;1;1;360000
26789;1;10025;8736;8317;8767;9021;9248;237705;236120;245165;244860;254732;256503;0;0;0;0;0;0;29;2;1;1;260000
26790;0;2943;4537;1662;0;832;1899;4537;1662;0;832;1899;0;-1;-1;-1;-1;-1;1;29;2;3;1;50000
26791;0;2000;1558;1564;1684;2050;3181;43112;45354;46390;57827;80976;79690;0;0;0;0;0;-1;27;1;2;1;80000
26792;0;30000;5060;3827;106028;2713;1804;105779;111520;114443;32358;37735;42314;0;0;0;0;0;0;26;2;1;1;230000
26793;0;500;0;3300;0;6516;0;0;71900;70444;72192;67381;71160;0;0;2;2;2;1;26;2;2;1;70000
26794;0;6368;10088;54;10034;10339;10058;17937;19065;36276;29722;29520;24689;0;0;0;0;0;0;27;2;2;1;270000
26795;0;0;10107;50148;55200;2178;8;7839;49967;55164;1744;8;34686;-1;-1;-1;-1;0;0;27;2;1;1;220000
26796;0;6200;6000;5576;6000;10044;8304;144646;156149;153072;211483;230647;226244;0;0;0;0;0;0;28;1;2;1;260000
26797;0;390;390;3390;4080;390;13695;390;3390;4080;390;13695;2235;-2;-2;-2;-2;-2;-2;28;2;1;1;160000
26798;0;0;36;15258;0;0;76;7345;15237;-21;-21;76;441;0;-1;-2;-1;-1;-1;34;1;1;1;280000
26799;0;3000;2300;4000;2000;2000;2500;13324;15982;12414;10644;9865;8786;0;0;0;0;0;0;27;2;1;1;230000
26800;0;2412;0;100;2601;200;1000;-125;1759;2601;200;1884;8368;0;0;-1;-1;0;0;31;2;1;1;40000
26801;0;7000;6241;5807;6102;6894;5887;165571;165015;170102;166894;164561;166701;0;0;0;0;0;0;31;2;1;1;170000
26802;1;0;0;0;0;0;0;2500;2500;2500;2500;2500;2500;2;2;2;2;2;3;30;1;1;1;200000
26803;0;3000;1000;4000;0;1249;7000;18281;18378;15298;17150;17143;11343;0;0;2;2;0;0;28;2;2;1;230000
26804;1;0;3800;0;71;0;0;3871;71;71;0;0;1893;2;2;-1;-2;2;2;27;2;1;1;50000
26805;0;0;345;0;1650;1413;2000;345;0;41300;37093;36366;42055;-1;0;0;0;0;-1;27;1;2;1;150000
26806;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;27;2;1;1;300000
26807;0;9006;10053;10049;10000;10055;8000;93275;94668;86410;90216;81980;81740;0;0;0;0;0;0;31;2;1;1;360000
26808;0;2236;2987;2608;6830;10411;49188;2979;2601;6803;10373;62761;54007;-1;-1;-1;-1;0;0;31;1;1;1;390000
26809;1;4000;1712;1635;11746;1948;1707;46675;45699;44810;42472;49281;49139;0;0;0;0;0;0;31;2;1;1;50000
26810;0;4000;4000;4000;4700;5500;5200;93487;99429;103673;103701;102103;100226;0;0;0;0;0;0;32;2;1;1;220000
26811;0;1300;2000;972;1424;1967;1768;28646;27743;48916;48750;48602;48307;0;0;0;0;0;0;27;2;2;1;60000
26812;0;0;780;0;390;390;390;780;0;390;390;390;942;-1;-1;-1;-1;-1;-1;28;2;2;1;100000
26813;0;4000;92775;652;0;978;3000;92775;652;0;652;13226;10823;-1;-2;-2;0;0;0;30;2;2;1;290000
26814;1;5516;3607;3301;3533;4911;6013;90633;88934;96191;112881;116437;122486;0;0;0;0;0;0;31;2;2;1;130000
26815;0;36983;499;499;1487;499;1731;499;499;1487;499;1731;0;-1;-1;-1;-1;-1;1;31;3;1;1;400000
26816;0;1000;1000;1003;0;5000;3000;11693;26717;28108;29367;24802;22503;0;0;2;0;0;0;32;1;2;1;30000
26817;0;770;0;5306;500;718;1432;2091;5306;500;718;1432;2335;0;-1;-1;-1;-1;-1;29;2;1;1;260000
26818;0;2300;2000;2000;2200;8808;2200;49689;49034;48538;47852;53938;53700;0;0;0;0;0;0;29;2;2;1;70000
26819;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;29;2;1;1;160000
26820;0;909;1199;0;996;4765;0;1199;0;996;4759;-6;3310;-2;-2;-2;-2;-2;-2;30;2;1;1;280000
26821;0;67810;64575;100000;112212;2601;1248;214575;163165;112075;2601;19084;33269;0;0;-1;-1;0;-1;30;2;1;1;500000
26822;0;3600;3500;3600;4300;4800;6000;93364;92657;92615;100272;104546;106698;0;0;0;0;0;0;29;2;1;1;110000
26823;0;1261;0;0;3822;0;3580;1261;2522;3783;1280;2718;579;0;0;-1;2;-1;-1;29;1;2;1;120000
26824;0;733;1188;1159;2721;1804;1724;10188;15159;15331;13804;12724;18741;0;0;0;0;0;0;32;2;1;1;50000
26825;0;653;26130;408;2620;4252;3592;33254;14578;94028;99479;99777;100751;0;0;0;0;0;0;27;2;1;1;100000
26826;0;0;2547;4861;0;508;4893;2547;4861;0;508;4893;6906;-2;-2;-2;-2;-2;-2;29;2;1;1;360000
26827;1;0;300;0;800;0;3000;7269;7231;7496;6958;7216;4473;2;3;2;3;2;1;27;2;1;1;20000
26828;0;1687;8174;5400;2100;2000;1772;48038;49515;50192;49024;47796;46803;0;0;0;0;0;0;29;2;3;1;50000
26829;0;7610;14470;7110;9572;11360;13749;230232;242481;241206;307896;315956;309558;0;0;0;0;0;0;30;2;1;1;500000
26830;1;1800;913;1000;1500;2000;2000;29321;28696;29176;28245;26989;25411;0;0;0;0;0;0;32;1;1;1;50000
26831;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;34;1;3;1;250000
26832;0;10000;5000;5000;5000;5000;2017;69812;67563;63624;59635;55559;54448;0;0;0;0;0;0;34;2;2;1;260000
26833;0;4870;3000;3000;2500;3000;5000;57250;55271;53747;52738;50558;62854;0;0;0;0;0;0;34;2;1;1;150000
26834;0;6000;38000;2000;0;14016;5000;34732;-2787;-2639;31023;60722;59796;-1;-2;0;0;0;0;33;2;1;1;80000
26835;0;10100;10220;12965;11936;14396;13606;10190;12920;11878;14270;13558;9531;-2;-2;-2;-2;-2;-2;34;2;3;1;180000
26836;0;4635;3480;9;10019;4037;6043;97133;99917;106882;109136;119426;158326;0;2;0;0;0;0;40;1;1;1;170000
26837;0;0;20272;5616;5699;5649;5649;19878;5466;5699;5649;5649;5649;-2;-2;-2;-2;-2;-2;40;1;1;1;300000
26838;0;0;0;0;0;0;1803;0;0;0;0;1786;-17;-2;-2;-2;-1;-1;1;39;1;1;1;230000
26839;0;27232;26;36;126307;4177;10929;-8822;-6187;119866;78325;204078;262980;-2;-1;-1;0;0;0;35;2;2;1;470000
26840;0;700;1000;600;2000;1576;21473;17684;17289;19493;20459;19202;18629;0;0;0;0;-1;0;37;1;3;1;20000
26841;0;0;0;8210;17804;2253;2108;0;8210;17743;2253;2108;2700;-1;-1;-1;-1;-1;2;38;2;1;1;70000
26842;0;5267;4338;14939;10015;10049;15818;102338;154939;227714;235917;237915;309805;0;0;0;0;0;0;41;2;1;1;320000
26843;0;3608;77931;72011;68595;8081;810;77931;72011;68595;8041;810;2514;-2;-2;-2;-2;-2;-2;39;1;1;1;500000
26844;0;0;0;0;0;0;2500;0;0;0;0;2500;1730;-2;-2;-2;-2;-2;-2;47;1;2;1;360000
26845;0;326;0;652;326;326;326;326;652;326;326;326;326;0;-1;-1;-1;-1;-1;42;1;1;1;180000
26846;1;1300;2700;2000;2000;1500;0;32356;30131;28598;27045;26274;27002;0;0;0;0;2;2;40;1;1;1;100000
26847;1;0;0;0;0;0;5000;0;0;0;0;1000;3567;-2;-2;-2;-1;-1;2;40;1;1;1;10000
26848;0;15742;2377;108;8796;1000;1301;2377;5419;8796;14450;16741;16808;-1;0;-1;0;0;0;41;2;2;1;20000
26849;0;0;1500;1300;2531;2352;0;34137;33316;32855;31137;29258;30040;2;2;2;2;2;1;46;1;3;1;70000
26850;1;0;1100;0;1700;1140;1200;10242;9294;9597;8036;7015;6078;2;2;0;0;0;2;26;2;2;1;20000
26851;0;61880;83611;62500;14218;10000;16966;83611;62208;14218;10000;16966;11100;-2;-2;-2;-2;-2;-2;46;1;1;1;500000
26852;0;1539;0;3500;2400;600;5400;40645;41338;38687;37114;37303;32678;2;2;2;2;0;0;32;2;1;1;140000
26853;0;1261;1261;1261;1261;1261;1261;1261;1261;1261;1261;1261;1261;-1;-1;-1;-1;-1;-1;39;1;2;1;360000
26854;1;0;1000;0;1500;1094;0;2279;2540;3801;3656;4039;5525;0;0;0;0;2;1;32;1;2;1;160000
26855;0;0;0;0;0;165;165;0;0;0;165;165;165;-2;-2;-1;-1;-1;-1;34;1;1;1;200000
26856;0;2000;2000;2000;2000;0;5034;21469;21262;20881;20924;21979;20271;0;0;0;2;0;0;48;1;3;1;230000
26857;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;38;2;1;1;360000
26858;0;493;3667;3377;31086;3945;7590;3657;3360;9059;3923;27508;22325;-1;-1;-1;-1;0;0;40;1;1;1;260000
26859;1;32100;649;0;1400;0;2600;32427;31778;50167;52792;56749;58175;0;0;0;2;2;2;35;1;2;1;50000
26860;0;5765;11980;3224;3972;4927;10000;71198;60224;57972;54927;50849;41597;0;0;0;0;0;0;39;1;3;1;500000
26861;0;0;0;0;0;0;864;-3;-3;-3;-3;860;7904;-2;-2;-2;-2;-2;-2;38;1;1;1;230000
26862;0;1500;5000;4500;4000;4000;4000;120739;117849;114951;112515;109990;148624;0;0;0;0;0;0;39;1;2;1;340000
26863;0;3314;3358;104590;2646;1189;1088;99702;99416;6931;5476;5375;6360;0;-1;0;0;0;0;38;1;3;1;130000
26864;0;2000;1000;1000;1361;1348;1321;22988;22348;21709;20696;19669;70062;0;0;0;0;0;0;47;1;3;1;80000
26865;0;109;396;396;396;396;396;396;396;396;396;396;396;-1;-1;-1;-1;-1;-1;40;1;1;1;250000
26866;1;6900;0;3500;3500;3800;4100;90100;91661;90514;89397;87896;86114;2;2;2;2;2;1;48;1;2;1;140000
26867;1;0;0;0;0;0;10952;0;0;0;0;10925;73;-2;-2;-2;-2;-2;-2;37;2;1;1;390000
26868;0;7222;41000;6986;8914;9948;10621;197643;202144;249571;264520;261189;257456;0;0;0;0;0;0;37;1;1;1;260000
26869;0;6000;3000;4000;10000;5000;4000;62113;80891;78987;75521;72390;69554;0;0;0;0;0;0;43;1;2;1;160000
26870;0;0;0;0;19011;40252;1032;-4873;-1031;19011;40236;14260;101776;-2;-1;-1;-1;0;0;38;2;2;1;210000
26871;1;0;0;0;0;0;0;0;0;0;0;0;71900;-2;-2;-2;-2;2;2;48;1;2;1;90000
26872;0;300;5460;7123;9793;2485;2143;5449;7092;9746;2476;2131;2316;-2;-2;-2;-2;-2;-2;45;1;1;1;290000
26873;0;8527;9027;8505;14878;17065;15933;291140;285868;432132;454471;471138;487816;0;0;0;0;0;0;40;2;1;1;560000
26874;0;4200;4500;4400;0;5500;11000;111575;112123;111064;114367;112112;111864;0;0;2;2;0;0;37;1;2;1;110000
26875;0;4;3001;2005;3000;5045;20001;23697;24542;25692;47298;73151;70257;0;0;0;0;0;0;37;1;3;1;350000
26876;0;5000;5000;3000;5886;7200;10299;60235;70421;132527;146652;200959;210465;0;0;0;0;0;0;35;2;1;1;280000
26877;0;0;0;0;0;0;0;0;0;0;0;0;34471;-2;-2;-2;-2;0;0;40;1;1;1;260000
26878;0;1018;875;2519;5456;8833;10506;23533;87068;119829;186359;237324;267475;0;0;0;0;0;0;34;1;2;1;440000
26879;0;3000;2500;3480;2500;2164;1689;48984;50235;50146;50942;49599;49221;0;0;0;0;0;0;49;1;4;1;200000
26880;0;0;6100;6000;6000;10275;6000;150647;146702;144427;142275;135703;133401;2;2;2;2;2;1;32;2;2;1;150000
26881;0;869;858;62013;0;2100;0;20038;20280;54275;55899;59702;65766;-2;2;2;2;3;3;39;2;1;1;50000
26882;0;11675;259;4070;12553;637;7972;259;4022;12416;635;7934;29276;-1;-1;-1;-1;-1;-1;29;2;1;1;500000
26883;0;3062;10077;5017;5075;5036;60043;77831;72175;82233;86047;91965;40271;0;0;0;0;0;0;29;1;1;1;320000
26884;1;2054;6211;115399;0;0;198;120250;115397;198;198;198;0;-1;-1;2;-1;-1;1;34;1;1;1;500000
26885;1;343;2;2928;14133;3527;5308;157;2915;14071;3373;5230;1302;0;-1;-1;-1;-1;-1;45;1;1;1;500000
26886;0;6000;6000;6001;6000;7000;7000;155690;152306;148787;146714;143518;138834;0;0;0;0;0;0;35;2;5;1;260000
26887;0;2184;2184;2184;2184;2184;2184;2184;2184;2184;2184;2184;2184;-2;-2;-2;-2;-2;-2;39;1;3;1;330000
26888;0;20000;20000;15000;20018;20013;15348;348032;338981;346028;348485;339254;338992;0;0;0;0;0;0;36;1;2;1;360000
26889;0;0;0;5180;33124;25045;10022;0;2500;217320;198245;211687;206597;-1;-1;0;0;0;0;33;2;1;1;360000
26890;1;1500;1600;1200;1200;0;2000;23466;22227;21386;20832;21459;20091;0;0;2;3;2;2;33;2;2;1;130000
26891;0;1770;15013;10000;174169;80003;10454;153555;142305;167983;150441;187071;281017;0;0;-1;0;0;0;32;2;2;1;320000
26892;1;7000;6000;7000;8232;11000;13000;107205;146326;218973;299797;352600;347790;0;0;0;0;0;0;42;2;2;1;350000
26893;0;0;0;2383;18;1500;0;17170;19170;22140;22922;23822;26288;0;0;2;2;3;1;38;2;2;1;20000
26894;0;2187;127187;2400;0;3320;2100;123687;2376;3506;7246;7532;9228;-1;-1;2;0;0;0;29;2;1;1;200000
26895;0;2000;0;4000;2000;0;4000;48215;53090;49660;48370;49321;45971;2;0;0;2;0;0;33;1;3;1;240000
26896;0;2000;2000;1600;1800;1700;2000;44530;43227;42332;41220;40474;39124;0;0;0;0;0;0;29;1;2;1;50000
26897;1;180;418;329;1143;1153;1136;9062;9565;9379;8779;8152;7536;0;0;0;0;0;0;35;1;3;1;10000
26898;0;0;0;0;580;3278;4260;0;580;580;3278;4260;0;0;0;-1;-1;-1;1;31;2;1;1;360000
26899;0;4674;1000;1898;3395;16730;4358;18462;17898;18389;16668;23249;19522;-2;0;0;-1;0;0;30;1;3;1;20000
26900;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;47;1;1;1;460000
26901;0;5000;3000;5000;4000;3000;3000;72670;70970;67722;65420;63444;62087;0;0;0;0;0;0;49;1;1;1;180000
26902;0;800;1000;691;1746;1845;2105;19915;20012;48902;50323;50083;48792;0;0;0;0;0;0;35;1;2;1;50000
26903;0;2295;2541;2324;2569;2532;2708;66058;65805;67975;70660;71198;69921;0;0;0;0;0;0;32;2;2;1;70000
26904;0;16215;1000;386;27329;1000;18539;11505;19278;27319;8808;18324;10091;0;0;-1;0;-1;1;39;2;2;1;140000
26905;0;20037;20151;20019;20154;20241;20000;153348;139757;152365;184782;171565;155820;0;0;0;0;0;0;41;1;2;1;500000
26906;0;4003;4208;4305;4238;4529;7822;115029;113754;119023;122611;164197;159967;0;0;0;0;0;0;44;1;2;1;280000
26907;0;4000;3000;3000;3500;10000;3500;76384;76166;76409;76273;69527;68773;0;0;0;0;0;0;37;2;2;1;110000
26908;0;2647;2378;2313;3900;4300;3100;65898;66964;87141;87138;85906;91641;0;0;0;0;0;0;37;1;1;1;90000
26909;0;2599;2430;2430;2430;2430;2430;2430;2430;2430;2430;2430;2430;-1;-1;-1;-1;-1;-1;38;1;1;1;170000
26910;0;5000;4700;6000;5000;10000;8000;132906;135606;131933;140607;134414;135527;0;0;0;0;0;0;40;2;1;1;290000
26911;0;0;1000;0;2000;2000;0;5810;4893;5124;3182;1378;1548;2;2;0;0;2;1;46;1;2;1;80000
26912;0;5012;5000;3026;5050;5016;3309;74531;79284;86961;89951;89488;88812;0;0;0;0;0;0;43;1;2;1;150000
26913;0;2144;2000;1879;3006;4009;3006;48880;49835;71790;76280;75786;79135;0;0;0;0;0;0;38;1;3;1;80000
26914;1;950;1000;1000;1300;1600;1600;18567;17855;17144;16419;17237;18091;0;0;0;0;0;0;44;1;1;1;20000
26915;1;1048;36;2020;2;3105;17;31548;38810;37686;39394;40605;47529;2;2;2;2;2;2;36;1;2;1;150000
26916;0;3023;7808;1254;23324;6493;32898;7808;1254;23292;6493;32897;5036;-1;-1;-1;-1;-1;-1;48;1;1;1;300000
26917;0;2386;3039;5170;2486;10252;0;6823;5170;2486;10212;124946;130819;0;-1;-1;-1;2;3;39;1;2;1;130000
26918;0;8000;8000;8000;12000;12000;0;199344;194641;217660;227998;224913;230090;0;0;0;0;2;1;41;1;1;1;490000
26919;0;5500;0;2400;1800;5100;2000;54842;55865;54963;54656;50386;49206;2;2;2;0;0;0;34;2;2;1;120000
26920;1;0;0;0;0;2410;1300;0;1000;8440;15530;16472;15750;0;0;2;0;0;0;34;1;3;1;50000
26921;0;3000;3000;3000;3000;2500;2200;66167;64202;62245;60252;58699;88506;0;0;0;0;0;0;28;2;1;1;150000
26922;1;8961;3000;5237;6000;6000;8500;85300;135217;148956;158694;209976;308274;0;0;0;0;0;0;40;1;1;1;720000
26923;0;0;0;0;0;0;1400;0;0;0;0;11400;10222;-2;-2;-2;0;0;-1;48;1;2;1;20000
26924;0;5411;5500;5500;7000;6243;8200;144213;144240;142605;152856;165557;163327;0;0;0;0;0;0;35;1;1;1;260000
26925;0;3100;2900;3000;7000;8400;7200;79817;81611;163786;172217;170978;167835;0;0;0;0;0;0;33;1;1;1;240000
26926;1;4512;5100;5150;5600;0;11243;128375;131959;132416;132249;135867;126749;0;0;0;2;2;2;34;3;2;1;130000
26927;0;8000;10000;10000;15019;30039;16002;37293;56157;109647;121893;105254;101254;0;0;0;0;0;0;38;2;3;1;200000
26928;0;1500;2000;2000;2000;2200;2300;41627;47352;53193;59133;64937;64372;0;0;0;0;0;0;37;1;2;1;140000
26929;0;0;0;1500;1200;1350;1300;10188;10630;9268;8375;7303;6270;3;0;0;0;0;0;41;1;3;1;10000
26930;1;0;4800;10800;0;7000;6000;141146;138771;131671;135309;131877;129497;2;2;2;2;2;1;38;1;2;1;140000
26931;1;2000;2000;2000;2000;2000;2000;14309;12677;10865;9024;7151;5250;0;0;0;0;0;0;45;2;3;1;20000
26932;0;2500;2361;1018;200;1968;1196;2350;1013;-5;1958;1190;3528;-2;-2;-2;-2;-2;-2;38;1;1;1;200000
26933;1;1700;0;0;131000;1969;6179;0;0;12909;9910;131365;139892;-2;-1;-1;0;0;0;44;1;2;1;130000
26934;0;2068;3035;1886;3261;81970;1104;47622;75332;81919;85777;10197;10424;0;0;0;0;0;0;35;2;1;1;360000
26935;1;6900;7800;7378;7800;8495;8405;203241;199236;195027;193397;194724;196426;0;0;0;0;0;2;38;1;2;1;210000
26936;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;38;1;1;1;230000
26937;1;3300;3220;0;7200;4100;0;85830;85764;89689;86595;85552;89567;0;2;0;0;2;1;44;1;2;1;210000
26938;0;1064;3;4470;3939;0;3747;685;4452;3920;-19;3729;8028;0;-1;-1;-1;-1;-1;35;1;2;1;200000
26939;1;13500;3000;1500;1500;1500;1500;-41;16959;15659;14429;13144;11849;0;0;0;0;0;0;27;2;3;1;20000
26940;0;3000;6000;5000;4000;6000;10000;66710;68703;72363;74122;90847;82735;0;0;0;0;0;0;28;2;1;1;410000
26941;0;7068;14923;8013;7091;7221;7670;192115;378323;196034;196479;218526;227604;0;0;0;0;0;0;39;1;5;1;280000
26942;0;5000;8000;2000;5000;2500;1333;8000;5000;13618;16866;22699;29814;-1;0;0;0;0;0;39;1;2;1;360000
26943;1;6000;0;1500;0;2200;150;6567;6811;5401;5640;3659;3717;2;2;2;2;2;1;28;2;2;1;10000
26944;1;0;2000;1000;3000;2000;0;20423;18830;18075;15376;13916;14440;0;0;0;0;2;1;37;2;2;1;20000
26945;0;12000;10000;10000;15000;11000;13000;255956;250158;295747;285705;280727;333930;0;0;0;0;0;0;30;2;1;1;370000
26946;0;7000;7000;7000;6000;8000;8000;171083;166861;162477;160707;167140;163461;0;0;0;0;0;0;48;1;1;1;180000
26947;0;0;0;1040;0;0;0;0;1040;0;0;0;0;-1;-1;-2;-2;-2;1;38;1;1;1;60000
26948;1;2500;3000;2600;0;2700;2600;61092;59204;58174;59722;58539;57477;0;0;2;2;2;2;46;1;1;1;80000
26949;0;0;0;3000;2500;3000;2000;0;59150;57253;56480;54351;53239;0;0;0;0;0;0;47;1;2;1;70000
26950;0;10000;10000;17000;20170;258900;0;228219;225614;258900;247784;-8477;3919;0;0;0;-1;-1;-1;32;2;1;1;400000
26951;0;6433;6695;4016;9904;6234;8422;6662;3267;9808;6203;8190;13877;-2;-2;-2;-2;-2;-2;31;2;1;1;150000
